RMS,Kurtosis,CrestFactor,P2P,CurrentAmp,DominantFreq,SpectralEnergy,Temp,Label
4.538,0.792,2.271,9.385,0.63,5.91,987.97,33.75,0
4.615,0.356,2.208,9.335,0.98,6.06,1048.63,33.75,0
4.795,0.191,2.223,10.117,0.76,6.32,1102.21,33.75,0
4.511,0.911,2.397,9.739,0.44,5.71,923.51,33.75,0
4.595,-0.09,2.137,8.971,0.0,6.24,1045.16,33.75,0
4.537,1.299,2.417,10.063,0.41,6.31,979.71,33.75,0
4.552,1.226,2.33,10.09,0.19,6.5,1073.36,33.81,0
4.729,-0.448,1.953,8.733,1.22,7.23,1127.4,33.81,0
4.646,-0.178,2.292,10.492,1.11,5.3,1039.49,33.75,0
4.96,1.064,2.474,11.786,0.32,6.45,1149.02,33.81,0
4.542,-0.489,2.066,8.867,0.86,6.36,1094.28,33.81,0
4.959,0.69,2.362,10.69,1.34,6.94,1079.64,33.81,0
4.533,-0.484,1.861,7.733,0.91,5.45,963.4,33.81,0
4.853,1.893,2.677,12.349,0.75,7.84,1222.88,33.81,0
4.6,0.334,2.171,8.825,0.6,5.71,994.32,33.88,0
4.643,-0.46,2.076,9.031,2.11,5.9,1086.2,33.88,0
4.353138819689376,-0.2602360330879623,2.0631975052479645,8.324187619610646,0.0,6.05471887791752,981.0758449439123,32.49108455760914,0
4.519980996354696,0.25337253148873556,2.091111068672937,8.363967692070187,0.7223505758919667,6.489767083881604,907.8876982988596,33.554077440458016,0
4.586529500096453,0.05726828778785155,2.2226118549326026,9.560721438604038,0.8845164269926298,6.456781093102322,999.9203152184741,32.70509101668701,0
4.511067840369912,0.24111698479494276,2.2952796753529654,10.015691709435375,1.3147756275236886,6.016446773087566,1075.4659122196313,32.42306718559535,0
4.47087746222723,0.2316915643870639,2.0451687788894666,8.590252724023149,2.242081909042277,7.49751473459284,1033.4031367757627,32.376092968818554,0
4.741303593485616,-0.5390578855555593,1.8879901680133622,8.467311438375924,2.050309010948205,5.879544542495936,1009.073536216112,32.36795323922658,0
4.082148979544068,-0.5422082333587966,1.8671399320755422,6.9754478869839875,0.36363580669934603,5.588992140012205,900.9472188336458,32.50760631544711,0
4.349348400275914,-0.2746599533815276,2.0648447915484764,8.366148404039647,0.005953082169170344,6.036737323590294,982.6177541940714,32.509204300354334,0
4.529440400155705,-0.30668883555974746,2.231617110806844,9.912146556218692,0.3614546039502553,6.198888132992487,968.3249895395936,32.45591087675746,0
4.8089447745881015,0.059366833907047216,2.012129961661833,9.049712727037274,0.3072869499369097,7.441919970297756,1128.7432294953026,32.493836500551204,0
5.289994250240679,-0.3156837679267896,1.8849241951775755,9.072197911592149,0.9502289388337092,6.621168483438999,1053.330098420866,33.385135262638784,0
4.342461660371823,-0.19639726444977124,2.163879701959676,8.739290153678848,0.7990354619363572,7.832697132862874,1037.3055602818736,32.388371865410555,0
4.573859392885369,0.8440376009659062,2.2263717683575903,8.93424990610025,0.45828915449110474,6.213923049217326,1052.3689904820594,33.74976730315557,0
4.261817161487243,-0.6311997485502798,1.94833111897649,7.766056032388342,0.8064326721036653,6.2296518849659845,932.3256987525467,32.43587383424507,0
4.979092069568621,0.40784137835050005,2.1048162986919516,9.286563140014081,1.337857004255303,6.594521635880503,1038.9205626151174,33.617046734023354,0
4.504404863441317,-0.5958865540803243,1.8872031641720202,8.193655623927258,2.1186695917023624,6.938955454455392,1040.595212168467,32.387663188061005,0
4.470572370150196,0.6143853027401096,2.247060417648141,9.483945521799882,0.7964779764729746,6.890939145235939,1016.4870881530936,32.44589669885862,0
4.494073815587879,0.29134535999135597,2.077826880363376,8.31954383281324,1.7563386517039699,5.183338759511701,1007.5067762349167,32.378576429306236,0
4.689543360724068,-0.42595154175759065,1.818196446064551,7.984862054010154,0.853025042512417,7.593305009565408,919.8361906458972,33.12072721199137,0
4.7600043041227105,-0.2670751989641778,2.11444399617391,9.349726386085045,0.831412867120509,5.5032204304435695,1108.1545437143213,32.61177420737747,0
4.107392172893216,-0.4298084598394723,1.8750769280645057,7.279489877499414,0.6934427031161341,5.289515524777253,946.8496852506078,33.50385648811061,0
4.77712610243766,0.026323534924739864,2.1207892644915405,9.706543167443732,0.007721719190499391,3.7754428819033787,936.5641218079212,32.99593435502877,0
4.749148927814448,0.014114937426090756,2.1689445457522782,9.862833265440239,0.9198259867068941,4.735313599752962,988.9460353094424,33.80912343125627,0
4.712716477291847,-0.32057775538699484,2.0069594378052953,8.478795874763097,0.9030874637821118,7.086687414573892,1060.6479081061193,32.38263809370479,0
4.76130012023085,-0.320492978127998,2.0118963862746795,8.588136223895095,0.5322429384554417,7.690234358742127,1133.351855467378,32.76471137763782,0
4.5345672396808085,-0.33291804189285124,1.9810050356413966,7.977847894650011,1.4860588461019706,6.669572206291084,1034.2942196484719,32.37166657880689,0
4.862761464681742,0.11941919588485418,2.0784631539034657,8.984639951057439,0.012653627913908129,8.765745424214536,1057.1065170562915,33.24695811372518,0
3.924954723758754,-0.5975339057778406,1.868278414813553,6.869313847562481,0.17780029793194127,6.006067938861649,887.4162013588949,32.439199222632,0
4.7879162319883175,-0.2739100255452238,2.0027288019448326,9.092699277399282,0.669549451092044,7.996504907760051,1087.5121188931555,32.55260767152264,0
4.49705873907797,-0.6605359286841613,1.950874184013452,8.237201369328755,0.3631472247300317,6.595525171373274,998.7255807387079,32.55979059862983,0
4.544777590943908,-0.04558358581638182,2.151942221582269,9.298252741334315,0.9177764622832044,6.613768079852792,985.9982914741363,33.51809663146663,0
4.18908986525678,-0.21802098622072794,2.1603052780556276,8.526182032240992,1.9927918471317032,6.57330834019519,995.2505675161365,32.383506271337936,0
4.46552514972245,-0.11721404954126946,2.150102664154373,9.022112316469533,0.4890095108139863,6.402297954067069,997.8774038609686,32.386112980054826,0
4.640546272948738,-0.5150333968853293,1.839056447067698,8.22155168428479,0.0,6.2900289260927655,1036.8887092501257,32.29315494005675,0
4.550030974282142,-0.1906749128101014,2.2468312875445893,9.391743702157699,2.0434869742293555,6.847404150810172,1039.0402299266952,32.36502177754835,0
4.572415090819055,0.03480008317316072,2.22500798861897,9.625294623926472,0.926602626049439,6.4779433477658275,999.5731061242973,32.69344154062495,0
4.628466372223686,-0.15862290550050132,2.04713278895402,8.613454967010597,1.2788850610708267,5.851396673315897,1029.279446138658,32.39408216366277,0
4.736020756565069,-0.5780750352204546,1.970880147662933,8.852462559611565,0.017390766856100803,5.996919865062377,1081.86193706352,32.3308014428874,0
4.297745198495605,-0.2819380402287439,2.0538389768157512,8.424455594740643,0.436940435947787,6.620209031334861,1105.6608430631243,32.3913868651412,0
4.590679082726311,-0.1980232542221639,1.9295045661642634,7.978629182862361,0.0,5.635054141471828,881.902379346516,33.69479420270878,0
4.094076032771771,-0.007282045250623575,2.0322443277672138,7.836826922955451,1.9408546463633873,6.6208499109077055,930.4166128736616,32.3709561374214,0
4.80357798088646,-0.7518057342341109,1.8062801826253352,7.989199746915411,0.37447090064576877,6.655298504013512,1122.7287163040473,32.56400926829214,0
4.413094705916982,-0.2548652748362873,2.0903790515599447,8.800226878993886,0.8353036077734457,4.429458116192558,947.25359187045,33.25268241745624,0
4.472135513538851,0.6427234810363353,2.260653887453392,9.457271579335252,0.8359071634245793,6.924806012171696,1014.4244608321945,32.43722501693154,0
3.8023930117567826,1.9123089257832402,2.382728215788494,8.49905389504486,1.0767336759245272,4.380493907183056,629.2159130939417,33.11137747811828,0
4.509303964464396,0.6418544530507294,2.4868149513349094,10.957652852176711,0.580880174722256,6.796967876855396,1147.303210057497,32.45657907168761,0
4.081395624505717,-0.5073089645331808,1.8602367050037256,7.00442927086093,0.3559799351672572,5.5707053741859625,901.4299636300425,32.50147078401877,0
4.4306244154002155,0.08460642683355228,1.9688446966197153,7.919324523078635,1.7168345139962178,3.5717408682831526,816.6925214152061,33.37039457132462,0
4.565976931757589,-0.285532891319176,2.155066708319174,9.404719545841035,0.6366310819957662,6.804035063647272,1071.8472426069673,32.31411519779542,0
4.47976445058691,0.03184929349221498,2.2744562802598707,9.728897854538904,0.2844877379494927,7.384870213083054,1050.912932584178,32.75251094641959,0
4.527126900160736,-0.1931191776527458,2.076055889003271,8.951854850143615,0.3543068533252443,7.270778758707725,988.7610397355174,33.80747156655842,0
4.441229434691845,0.0035524883316605874,2.095782795967592,8.722600260738584,1.7806563966565192,4.261665027055118,942.3958452456519,32.39092143862,0
4.717971182018868,0.34114588250082867,2.156994100425626,9.197823926014719,0.41197393451089676,7.333652699552463,822.6606977711606,33.24583991505959,0
4.143655402670902,-0.150515255166294,2.1090862823386662,8.255488981110567,0.4178726371327832,5.226218134391416,925.4701340933171,32.43601151587789,0
4.711304985534174,-0.7672097411829968,1.9980935593703095,8.955910659307477,1.0365776228152739,5.675241360258444,1096.9515379529312,32.55130385885152,0
4.570177120528584,-0.5303702737644419,1.973708162970834,8.155789692479184,0.9529496211959889,8.271179232106354,1029.6332535066979,32.616674947340115,0
4.522768176812567,-0.263679126802049,2.1293286391998847,8.956220566130817,0.1866877074138765,5.491261807110668,932.7428848704164,33.50923181187917,0
4.397869948031177,-0.014822011022881974,2.094145448673668,8.192704519227766,0.34530757471696805,6.475472995577938,997.3844228054056,32.36708968642136,0
4.739815821947716,-0.009872058013415055,2.180375347663082,9.824788062724181,0.909153712304703,4.7886818773946835,988.7644739783668,33.81395394373992,0
5.504066761809739,0.7204134712096226,2.6952026876365776,14.21662382454965,0.9988455668597961,4.53212945539068,1094.5017276304623,33.42705476774055,0
4.56476502980222,-0.694868803381532,1.9794195892131528,8.645200665969423,0.8486240715862191,5.151146202145657,1047.888924578355,32.36705228975676,0
4.812134764785752,-0.6991896593125286,1.9204730520592586,8.496330465697204,0.9613500891363466,5.819099244022406,1044.2879594725218,33.68705171402572,0
4.660511016441195,-0.2503119905045484,1.893434181343708,8.513642342019168,1.3084394825361658,5.7974280892178225,1014.9334667024543,32.54993204766484,0
4.163140394422825,-0.4832773215466066,1.7048111752112622,6.564081638517241,1.7795617102446841,8.768960612074515,942.3413913070967,32.527060798870835,0
4.584467480080278,-0.9818701767281209,1.8284857712271114,7.5637671582772406,1.047653949077084,7.21392708572563,1036.9666704491638,32.43271140102538,0
4.448749172264189,0.16056770735214512,2.0475797181137927,8.283523317555913,1.27189969125594,7.496454431383326,990.0136428573255,32.370423512156364,0
4.282730816092105,-0.06670881049760133,2.0870319944066456,8.500410668402509,0.2029971264247104,7.847944050949462,1015.7563949312679,32.38889235534431,0
4.976643787812532,0.3884661092880008,2.0977422148745632,9.222375134145212,1.3328970610485493,6.5989141515513055,1037.3476361803396,33.62583532772966,0
4.535887359940271,-0.18707209454018708,2.081640613817859,8.944174639039797,0.3844822308085982,7.282431923558698,994.2171178669859,33.80582082766758,0
4.183263570641184,8.077657711800057,3.5528565097390756,13.963655087249151,2.4949947910227444,4.250871004497257,1155.7860982399955,32.435071497565716,0
4.996478757092241,-0.22584604574920064,2.3156622010807766,11.26541966136786,1.099959552834435,6.78295974174862,1182.7012357968156,33.80824760003655,0
4.301828902512782,-0.03862434325039694,2.139335014856564,8.497114211946345,0.004487733844383806,7.052940281710449,1112.2275689872456,32.35231350668208,0
4.490895581777052,-0.4140542011683084,1.9461113012987077,7.845047645793053,1.1106989215092444,7.173704282453993,1003.0742664776874,32.43440830124605,0
4.747787851287352,-0.5329480087658206,2.071832921471268,9.109437338643646,0.03600598680072272,6.198379372040263,1107.9773894019545,32.634328849668286,0
4.501062645425778,-0.6141976451865085,1.8873213025155693,7.970653840988991,1.158489850509419,8.801523793935681,899.7011408527684,33.184688296854894,0
4.7402196563036725,0.27749037107418667,2.4470224368831994,11.080668232676624,2.5975247545488647,5.196399369847062,1109.3434051933361,32.4036176802016,0
4.645205232488877,-0.15523219711275427,2.3041324486611106,10.4846408810054,1.112820398160252,5.297896814938036,1040.6571085631379,33.73697895963832,0
4.822982342818246,-0.16126750865582729,2.08701502909257,9.434181753085754,0.2966134044792996,6.454049675717641,1165.6445119154096,32.492245562490545,0
4.423064753856012,-0.8839588600069241,1.6739646354243363,6.86580754269378,0.27891985195226815,7.321591598353327,928.8436861268665,32.42834000558658,0
4.49869224522224,-0.308306398814063,1.922026277753584,8.3877301808753,2.2686329116874058,6.50823734810292,984.9663051954861,32.36924179659141,0
4.409806364318911,-0.27376310864910014,1.9638003980608514,7.418711815970591,2.2608396712698213,6.863564610474497,965.1707651507214,32.43063293471274,0
4.5311386655129295,-0.4254324256098088,1.9970266376737402,8.485950921004529,0.5378359764430651,6.898645852081316,1031.927169998409,32.68171430849422,0
4.586416897649539,-0.08506505397502882,2.135824922548698,9.278733924011743,0.8177486386215189,6.8089419093966,1050.8094533503604,33.49189534063633,0
5.123346634597505,-0.8411009580755162,1.8181753155834213,8.759207839271292,1.096434762278522,8.120372546598587,985.1466735778555,33.12246616860169,0
4.575653012377538,0.06410735963222883,2.227962934023066,9.587736578148895,0.901516562760684,6.484861314073358,998.3455668114007,32.69931216110799,0
4.806472900684459,0.06313844454854844,2.0095485851687,9.07610496701237,0.3006346024479935,7.399521517987853,1126.172937444164,32.507407853433136,0
4.807643879829887,-0.06942483776735629,2.0447271404786482,9.21825910364369,0.0,5.99895988443932,1072.067071324355,32.558254150588475,0
4.622866009255461,-0.20215255273390162,2.0515397338605132,8.58525242908152,1.2658764847311723,5.872394027584861,1030.9382148206612,32.38282507693241,0
4.590208335504153,-0.49564080822769907,1.8555647738027279,8.17489744367941,0.6884477999213879,4.1593742696261815,896.6733163764494,33.06908164305952,0
4.527827909790785,-0.23146282669846135,2.143271809762719,8.927360533668978,0.9324533654349744,8.15730029590864,1068.6888107881166,32.50850419978671,0
4.688693809174923,-0.4673911206264204,1.9819304596433032,8.859877615864496,0.5164081353002321,8.091281620672609,1160.0793654666459,32.50040764660455,0
4.8554011464224685,-0.8147944328359901,1.829183954223941,8.122582529849662,0.6622025839694198,7.455344820381031,1162.2701429807807,32.566439863480845,0
4.693519202688208,-0.18224109984897813,2.1386155004354537,9.699875200884527,0.32569846943897035,7.379924416837869,1117.0550670158318,33.40122132064389,0
4.789502071346232,-0.6647063899248966,1.9139229027360718,8.523582466696666,0.9484058419106901,5.869864892219942,1045.1402178415783,33.681870576526244,0
4.406428377355351,0.0021700665300528003,2.099678462923668,8.249311634410777,0.3415955726691084,6.439445726824279,996.741266945228,32.36615212460706,0
4.533403513704765,0.016152551966739585,2.0730334629422322,8.91934178082614,0.8733165539644043,6.673683679532378,1016.656702776221,32.81714242195514,0
4.468197754702121,-0.5891150857976567,1.8895711471242642,7.847280168094096,0.0,6.965526723364021,1010.241352858963,32.50576230019192,0
4.8117465415111855,-0.04644637764651086,2.0395479757680595,9.219915353667048,0.026050727035363118,5.967383395091844,1072.7244020849125,32.55612067499303,0
4.545507128205649,-0.18601799506246428,2.2442581518343516,9.399416604328355,2.036912887643528,6.863346666685279,1042.6523710597396,32.37335141499208,0
4.57244997458429,0.2006001666949886,2.0881654312084943,8.645840563931566,0.7726671196323416,7.957099204560476,1036.937326819054,33.767343392975775,0
4.229951503769647,-0.7959667240940912,1.883416688968063,7.550641463083673,0.00226579689076435,8.077588607208323,944.4485246751868,32.488964905049144,0
4.499932342226971,-0.29491701405944976,2.0052350601264957,8.160674563530755,0.5046430811263587,6.30092907812398,1024.8974135682254,32.29657016984096,0
4.138877245627692,0.45551496505605604,2.1779405591689835,8.413338078135759,0.2758811083443632,5.4274748685183365,902.6624792111292,32.51291094966972,0
3.9151024623636452,-0.6897341021400014,1.8229325762392286,6.9470375692761825,0.5846853644541937,5.24660707126644,703.1582902576502,33.05718116789304,0
4.207361448477285,-0.5262809371475669,2.049483516957132,8.023340330529305,1.9321309758009926,6.747669305994069,953.1228558933028,32.389245059230234,0
4.549485864341231,-0.04768827251277259,2.1549903210319163,9.360735882001562,0.8922275286562628,6.6713014658414265,986.4227611360873,33.522052084149784,0
4.574909261692874,-0.6335579195922562,1.9896353016018369,8.253361012948421,1.5993238987572465,4.756707909376025,915.396654147101,33.3913883863612,0
3.904647513286765,-0.44976770397331883,1.7699280981916043,6.268584952255555,0.9016374617403479,6.631423923858196,851.4850769949543,32.44502092804899,0
4.11377676437624,-0.4247084641165998,1.8640669929073836,7.278692052494354,0.6842389496802301,5.308267758854808,943.031404632499,33.50190866516003,0
4.510003018286992,-0.20472761942774803,2.1177962117712568,9.012037603367874,0.2925185799810419,5.89288046689742,1068.6920727071779,32.453251772183464,0
4.354861955515099,1.200416990108461,2.491094767018608,9.954510415971072,0.5764430728375877,5.880586407888785,1008.2850788758603,32.37826398004949,0
4.235990267579725,-0.20780379200382657,2.00046164287371,7.883437848119775,0.6896724607990641,6.916828970032516,1045.0515526744914,32.373195664156086,0
4.656072509637579,0.14712001891768145,2.203933216711097,9.987345481766281,0.4042276158536843,7.058821835440237,1134.982494336553,32.436730104536295,0
4.455962704930923,0.13598099739178832,2.053104589449175,8.339323531201853,1.2700875432527474,7.553944750962673,992.6642819164518,32.38082151878457,0
4.648601981466406,0.3687006569956384,2.2419373118554855,9.48540796884563,1.2761771830282898,6.012965397325101,1047.0181389346583,33.74921419422683,0
4.4688785041217995,-0.4241637921107389,2.085956425144188,8.614413959103429,0.6087575598493793,7.007916340710032,1040.5248082544313,32.309599411007575,0
4.400530889974765,-1.258318507787814,1.8178628965771368,7.59851825748758,0.4432351568145268,8.4335960141481,893.3546128825949,32.937723623951186,0
4.581531115336332,-0.16908672512709558,1.972870909630335,8.509780611127832,0.7518125556026346,6.975962851594337,1067.1999605985554,33.804480451465196,0
4.71198739931793,-0.7466308366371669,1.8806590023056269,8.006421809197343,1.8718031905876131,7.681973942075846,1143.4342363142232,32.569496542195076,0
4.562941087532018,-0.6345476480234922,1.8833089588236531,7.89920290837248,0.6288255425051298,5.488791335134608,1034.1114673206357,32.56438782448458,0
4.2369156467269535,-0.8144436110146807,1.8842149264079182,7.5698469251007445,0.0,8.075044822773506,945.8242654496214,32.491860266950056,0
4.112255099509598,-0.3010076244840629,1.952682149165081,7.650985643021212,0.2235883114874636,6.350331234900909,937.9106586492729,32.441957994415276,0
4.518412391993584,0.6145609070950707,2.4929585593872465,10.90248827094532,0.5704583004149077,6.861638734275631,1149.3707456884915,32.43529229710658,0
4.635873633917729,-0.5969813646544374,1.9738484411908697,8.17306269115299,0.2154911867527857,6.732999861815602,1007.7834358251425,32.3732764846625,0
4.336513350306415,-0.30928525753023434,1.9473806965291873,7.862016123277881,0.7067804899061703,4.098950958006257,902.9797875444199,33.38173809197122,0
4.416862977439133,-0.1225203689230984,1.9982732885896832,8.468353482976799,0.5362393343053878,5.935777470066752,780.5454668964938,32.621785446873055,0
4.144628699560007,-0.690222058124688,1.8338820946087475,7.329749869963812,0.19800777444384718,6.932628305997751,958.4147842086397,32.44097397235562,0
4.324285960747657,-0.6300488495748732,1.9100687063308779,7.388986670213596,1.925810288802734,5.827904764803196,1010.481264086584,32.37150076614887,0
4.86134364583704,1.8677582038416094,2.6802276986792086,12.382776944040302,0.7437894618294477,7.823684513888449,1223.6124853189087,33.8008446401049,0
4.312081116576955,-0.2741375167263432,1.944577527806448,7.770425039046545,2.164811092285107,6.1068027614755644,1010.7539635829863,32.382642306577026,0
4.6821997751132125,0.3103099099282656,2.3271024674391767,10.25536124378625,0.8214470507643382,7.088888420845125,1126.254532558867,32.507319034486024,0
5.014801406886216,-0.4050385765522995,2.1290288989674124,10.31599581828207,0.5770140181884269,10.317595070393988,1045.0480524274228,32.988659715567955,0
4.240383157511998,0.38593459156193266,2.2555029663039714,9.013533252371948,0.35452291497909927,6.690146834277797,995.5374542939302,32.4493779978872,0
4.668318797154423,-0.506272716286242,1.9633666196741137,8.940043475212311,0.7704572236852295,6.440295230948937,1093.868727615079,32.30441722790752,0
4.977621891652185,0.36113757740638636,2.0953488342807645,9.256481011125222,1.314692190296605,6.6131071251417595,1040.6289173958223,33.62021228106113,0
4.545731623495018,0.17989494564889535,2.2949289017396746,10.020468296016258,1.0819660424811623,6.453369712894234,1120.36289926091,32.4872244171314,0
4.142010435821507,-0.49800690382388413,1.6996605680389387,6.529268531483099,1.8016652855030995,8.777869035871145,944.9624688197886,32.496144459500314,0
4.456861272009688,-0.7668577401046212,1.9461954004437179,8.3950175873152,0.0038614124298096326,5.621882504994112,996.3116923792451,32.55553910688459,0
4.2246278017724626,-0.2218656324627722,1.9083299985832864,7.2740529581448445,0.8256479125100167,6.2896816146528804,901.1010480537092,32.50494870086296,0
4.46706347768123,0.6121875852816632,2.2601641021459535,9.487931101380745,0.8144710337553211,6.90945721480781,1016.7561372876626,32.4504598279728,0
4.805257379756373,-0.3317258931041449,2.0438816131985913,9.46716614035496,2.02730974323396,5.759557188262799,1086.7959020111298,32.5603848915282,0
4.094714188987447,-0.3940694038611437,1.8393982117826468,6.774563675355157,0.25336939296570193,5.7766488347792615,904.4070876329864,32.441213039382475,0
4.820688990463846,-0.14982021950724494,2.081120242709732,9.468252882076637,0.3191965344547319,6.448499960276797,1162.6966708030675,32.4971198139166,0
4.7339505533018595,-0.574231823963104,1.8907515563060764,8.11893406525169,1.7667365835443383,6.307846874388599,1062.307681634754,32.600294339487455,0
4.603516426486184,-0.09418548039538469,2.134378209898578,8.919455283338849,0.0,6.2235865892019095,1043.9193078843045,33.75936954250854,0
4.661270515099485,0.36039147756762613,2.051162510552448,8.560106233827094,2.423783227587566,4.566293078295829,922.7293464598603,33.62539582703069,0
4.517301544382907,0.15283706725704269,2.132770874571494,8.952343464939196,1.3269196607899614,10.333368472799256,1057.3461517541748,32.87838265045217,0
4.782253122550177,0.5407526495799723,2.5231746352482034,11.191850956650367,1.5698515434581817,6.662980190143796,1145.9428429465363,33.74888556787882,0
4.325925182613985,-0.6014969023075204,1.9955096130524315,7.778626563296951,0.7590731380566091,7.323982047456307,972.2809683754039,32.48402581358908,0
4.146678487032571,0.5233068607751923,2.1898591552786044,8.444902217877987,0.2799191272549744,5.415351588911443,901.6665900694948,32.48540721455061,0
4.5205577922728315,-0.2887968493443583,2.1251280138256052,8.894322658261329,0.16347722662348152,5.516668848726671,937.0258443578214,33.5062788559404,0
4.1820810558092445,-0.6394658053091757,1.9177544710208538,7.304595776155139,0.9176622613852898,5.562655694645901,903.3329989582118,32.501449693737385,0
4.573088299228322,0.16341543457444976,2.083763689904798,8.642368031977625,0.7378105934940951,7.930517772702645,1034.2721977608967,33.76726745298034,0
4.491321085855828,-0.6131766237270261,1.9101054459165039,7.892556054949976,0.7659393648360063,6.7729556752757425,997.2450869178483,32.314788930467195,0
4.244787797368584,-0.2577415158834704,1.9919822553859476,7.926717438003635,0.7074371540250805,6.900951099508481,1046.4754832853594,32.36149861063128,0
4.479753448472482,-0.43237258649578125,2.001499252027426,8.416016422486011,0.29395498636322365,7.158552617750037,1034.5898888407278,33.5565525974231,0
4.570588269623178,-0.6851377283204878,1.8820506463385949,7.914120966141843,0.6564182555127536,5.5354571416386475,1033.3570983472928,32.56865862267597,0
4.811684646981169,-0.7670618571678834,1.8680502153546397,8.54303118155934,0.47104726014941434,7.18801912752934,1101.812115056595,32.56925373698511,0
4.229799910274745,-0.3444175926054012,1.990560576043476,7.7920587209232055,0.0,5.950972540494564,971.3079534829388,32.437670525709166,0
4.4116199078932485,-0.27230631637960384,2.009022209495541,8.363108064848431,2.6203088728275006,6.80308751944153,938.0190255947718,32.432719745515016,0
4.526314335768464,-0.2178452596633464,2.076499279584456,8.932633567089496,0.3577648918863371,7.33008028401753,992.8986368661297,33.81073443145061,0
4.787540761722931,3.123222714657346,3.1009345864622073,14.235440131765733,0.39365875601588757,5.017191298117531,991.0436827820324,32.50378835646361,0
4.855038998816052,1.8486926530618937,2.675618254194602,12.378093200092094,0.7539088351409406,7.833544904211083,1223.9386181886807,33.80214259685786,0
4.56859651180623,-0.6187549157768966,1.8831780519728525,7.882501689606888,0.6571540186145631,5.462900855924783,1032.0989976348556,32.55594415798468,0
4.861251248640583,-0.8648748874665355,1.8359274440722275,8.113095575971009,0.6482750757846492,7.448240474211802,1164.2033491447612,32.57130989569498,0
4.362811986652471,0.15238115584553896,2.206482481384634,8.693958583361725,2.2585602933741753,6.739855097330188,962.7414897861913,32.44800725986657,0
4.528297185076662,-0.22568488028357042,1.9388654802931202,8.336277542638545,1.2949276901170332,5.5581544970479015,1043.927320575439,32.30061503117487,0
4.341953466100504,-0.2661503868961071,1.847272854754708,7.65901837256828,0.6921845462758198,5.344325638392047,1027.8086263731443,32.43502183059666,0
4.110518092413079,-0.29736649315380853,2.0910566928988565,8.469936539567511,0.45153275148397615,5.9505359340453365,1029.7347995379446,32.510699604650654,0
4.122558518030996,-0.049753354751108175,1.904836240508886,7.6519839259711615,0.48563759196264283,6.716299960093921,881.8071751425513,32.462279541695786,0
4.378362697668368,-0.8887851650734991,1.8051734703768831,7.342960726793736,0.7959710866310891,5.969097200106039,1030.032997035424,32.37592049057632,0
4.559707776439012,-0.5934584019821232,1.976281251406116,8.201190371527673,1.6095006080501277,4.764153392137873,920.0109265298546,33.392197564780346,0
4.766925642165958,-0.4668401182242012,1.917550887944497,8.533804906224251,2.040193334349724,6.793176414654411,1045.4418340661753,32.368529710646044,0
4.726577296752898,-0.7666396245666968,1.8126080118036394,7.8004974518697505,0.37578068013581384,6.307186462997928,1056.3954165380374,32.49175981839815,0
4.402460404255448,-0.369613647769799,2.033172229479399,8.124014709304037,0.5924054176234996,5.622750254299504,965.7377393475916,32.31974790769516,0
5.109182829979111,-0.39395230084638205,1.89489828362349,8.603677632202608,2.1656501333488127,6.655760043093118,967.3747121716502,32.88264107780154,0
4.693062977015415,-0.6879935400726472,1.9846585822928235,8.679337640804203,0.5188129737880421,7.2234864060640405,1073.582009888775,32.3843146084731,0
4.637903862399916,-0.5391447181919008,1.8414182750651478,8.245596856374569,0.020759207243944675,6.23598159819899,1033.0804940051391,32.310971221578015,0
4.126237426690891,-0.12290584494552145,2.0018684455503397,7.494159637076496,0.39915705146485836,10.928947230972895,978.8337736241476,32.5004185710006,0
4.303519586537726,-0.2542421780816798,1.9510857371049652,7.740362117810914,2.158898184825632,6.107473363526191,1009.3215684522226,32.36416865300596,0
4.687988676721343,0.3522913331605856,2.3165729281214125,10.592778262085005,0.5007109963232776,6.977435479894959,1107.2787993919421,32.44318481250324,0
5.099776991911427,-0.415520973270055,1.8873721677730244,8.572602593537518,2.181836124047407,6.673521538870124,969.6613597761718,32.87080681021886,0
4.112447143220563,-0.30770716762229766,1.9525715072996486,7.667151214872692,0.2278455368154967,6.40096857812535,937.7882520867346,32.45355857813447,0
4.62419206180022,0.18045884070096344,2.1509627677932106,9.60524575540415,1.0387459336278742,5.497282797106887,1080.6884530147456,32.43963743931899,0
4.420612469175397,-0.8968789426767748,1.682150256842624,6.880547846227891,0.28466702251628007,7.3325008063337265,928.6608298941917,32.451201753126256,0
5.517021948524536,0.7009601559277503,2.693478149546505,14.303925021800943,1.010909301703776,4.513222950362091,1088.482329508363,33.43798537817176,0
3.3195856985618617,-0.4278740563302378,1.534705060153576,4.75276343435434,2.1592404093921584,6.540499121530198,620.879273985043,32.93904704462949,0
5.288871445005996,-0.2930662170597204,1.8888622433066649,9.008359930314485,0.944915595118294,6.659496110908152,1052.435821247238,33.38502183141892,0
4.531738170115087,0.236216270503396,2.055581955842227,8.606571498608373,0.7916439187348163,6.58517507296641,1033.3417726739326,32.458957668317886,0
4.708847151915489,-0.03434210037074681,2.0646767695258887,8.979360942794525,0.5741171446529074,4.003295395795946,1006.435184159589,33.56046140083656,0
4.575046896845607,-0.6564821154999578,1.875321711516271,7.896217709940203,0.6459000505425406,5.480624024425622,1034.7509023848145,32.55526512938374,0
4.626560321554609,-0.152558918109999,2.044195336235476,8.594768487513848,1.2739003569322427,5.847294109592308,1026.293765318402,32.37436329679204,0
